p_id,p_review_count,p_rating_average
92523170,278,4.3
108243500,43,4.6
22403414,6,3.3
89429037,58,4.8
31206755,35,4.5
70334996,22,4.7
42718737,1,5.0
121042743,6,4.8
48721969,191,4.7
197849955,11,5.0
195480690,4,5.0
52720026,2,5.0
16196661,5,4.8
83847675,4,4.3
36379705,155,4.7
70765616,149,4.7
38245956,4,4.8
21239605,146,4.7
13778933,107,4.6
37266691,134,4.6
56995532,36,4.8
59341791,1,4.0
75411116,38,4.5
1325511,74,4.3
197925075,4,4.5
196150307,0,0.0
95760230,0,0.0
196763021,5,5.0
181151849,30,4.7
193713061,13,4.7
76176357,43,4.8
174128094,33,4.8
74296344,183,4.7
183488628,29,5.0
151768842,0,0.0
198126600,6,4.8
195955370,7,4.3
71065855,78,4.6
134360858,42,4.6
168901625,39,4.8
163583429,27,4.7
192015868,1,5.0
32518501,3,4.7
91271951,35,4.8
85351583,99,4.3
20615119,159,4.7
19384788,63,4.7
34512542,21,4.0
162873546,5,4.6
167521708,1,5.0
142242688,3,5.0
135442271,11,4.5
117138509,0,0.0
198246045,8,5.0
98182315,12,4.6
165166558,5,4.0
57284183,32,4.3
149521048,16,4.8
34170488,198,4.7
77899956,60,4.8
72804257,19,4.8
13158001,26,4.8
58456783,0,0.0
83741987,2,4.5
52254939,3,4.7
15236608,7,5.0
198099085,0,0.0
189596825,4,5.0
57708582,245,4.7
198097485,0,0.0
81125162,44,4.6
181909425,18,4.8
173433806,14,4.8
115482843,114,4.5
188446847,1,5.0
2039747,14,4.5
163580111,92,4.8
79665351,34,4.6
118433132,0,0.0
134582057,3,5.0
139076733,30,3.9
38059858,41,4.7
60709422,264,4.7
144333651,4,4.8
43605340,67,4.5
77029995,29,4.8
178220416,3,4.7
58536862,186,4.7
6256843,9,3.0
132144116,217,4.5
54672793,54,5.0
198525389,7,4.3
26488783,11,3.6
188375839,16,4.3
135321378,1,3.0
67262282,131,4.7
171436395,2,3.5
87302519,20,4.5
52576513,163,4.6
89427918,8,5.0
3013035,5,4.8
184243272,1,5.0
109351669,80,4.8
37495650,764,4.5
36461825,147,4.5
125658476,153,4.3
196343204,5,4.6
193708669,16,4.8
168234677,68,5.0
13556522,3,4.7
150662102,8,5.0
146564243,19,4.8
122277622,67,4.5
57045660,94,4.8
28619438,436,4.7
160278163,25,5.0
66628603,129,4.5
134415973,29,4.5
173768367,21,5.0
3524537,42,5.0
169650796,17,4.6
54082178,25,4.8
102508672,159,4.7
21610794,45,4.7
120470943,38,4.6
52297710,93,3.9
38666598,254,4.6
50206492,46,4.3
134957211,64,5.0
107443462,16,4.8
58677578,5,4.6
140217566,47,4.8
73314056,138,4.7
148810239,31,4.5
195699123,7,4.5
2775441,33,5.0
73547953,285,4.5
83398435,15,4.8
196339542,4,5.0
185654331,2,5.0
161024967,16,4.8
109626290,87,4.7
67527432,52,4.5
52575422,69,4.6
149094249,2,5.0
72829989,4,5.0
49123718,412,4.5
186645870,16,5.0
181710245,1,5.0
36461827,117,4.7
173806101,73,4.2
58075258,37,5.0
202840456,131,4.5
50326149,50,4.7
121220373,71,4.6
190989561,6,5.0
134283118,157,4.1
81723566,151,4.6
139224322,6,5.0
176775668,26,4.2
190510917,11,4.7
187642364,17,4.0
71544914,64,4.7
168806442,28,4.3
171496324,44,4.7
130978265,3,5.0
55481938,8,3.8
177912154,18,4.7
79398454,22,4.7
175211839,4,4.8
192635575,1,5.0
191378480,8,4.8
196786213,2,4.5
50740242,190,4.6
195797725,8,5.0
139283562,17,4.6
149459663,38,4.8
99269577,1,4.0
161026815,39,4.7
120170899,7,4.3
155630325,0,0.0
199653873,31,5.0
184518592,17,5.0
108280989,61,4.7
158743935,1,5.0
149349961,25,4.8
980512,85,4.7
59401658,1,5.0
165767116,7,4.7
14996421,28,4.2
53480800,71,4.7
132809146,36,4.8
166527183,2,5.0
106676695,177,4.6
173137857,6,5.0
127298524,11,4.3
203973987,12,5.0
165766694,2,4.0
202597230,6,5.0
20280308,34,4.2
204413236,4,5.0
203457589,4,5.0
107901745,2,4.0
156821210,0,0.0
200766587,0,0.0
155808553,0,0.0
58852893,748,5.0
160212514,13,3.8
579962,33,5.0
97817455,84,4.7
46448999,70,4.1
51251851,75,4.8
72016703,149,4.3
54616409,22,5.0
169274580,2,5.0
182456691,7,4.7
198223246,4,4.0
23096307,122,4.7
23403954,268,4.3
189167405,11,4.6
197867507,5,5.0
164158123,17,5.0
189390196,16,4.8
143001862,81,5.0
6895385,520,4.5
916729,46,4.7
188474170,4,5.0
190572601,2,5.0
68847758,77,4.8
198800861,1,5.0
116966601,59,4.8
68736740,155,4.7
75302784,55,4.5
141816133,25,4.8
151819145,39,4.6
66948895,67,4.1
72294275,47,4.7
196336659,4,4.8
141349418,29,5.0
189596867,4,5.0
77448379,118,4.6
133140569,2,4.5
193648140,6,4.8
133137369,7,5.0
5757489,120,4.2
803123,133,4.8
200761954,0,0.0
36452514,19,4.8
33593566,75,4.7
90742001,34,4.3
76468352,21,4.5
76124668,2,4.5
53521887,109,5.0
76046302,118,4.6
101841654,46,4.8
21238585,5,4.6
171469246,3,4.3
155107483,16,4.5
182602992,51,4.7
131030960,62,4.7
74944839,41,4.7
50393230,32,4.7
38241122,19,4.8
101948604,20,4.7
77662747,6,4.0
155704264,2,4.5
104681137,4,4.0
118555400,2,5.0
3604693,17,3.1
138615323,2,4.5
188568794,0,0.0
156812334,3,5.0
140746932,60,4.3
78633940,95,4.7
94656236,188,5.0
14764119,523,4.6
169772189,65,4.8
124554405,177,4.8
70834665,140,4.7
171476351,135,4.5
108209734,17,5.0
59318679,108,4.6
152351689,53,5.0
121741414,10,3.8
174299634,17,4.8
158804921,8,3.8
100159967,81,5.0
76252806,91,4.7
94440129,220,4.5
42270992,442,4.7
175432384,20,4.6
114572066,19,4.5
101921036,19,5.0
192961345,3,5.0
187622257,74,4.8
138573541,8,2.9
162427187,26,4.7
32004018,23,4.7
124704399,0,0.0
53506406,114,5.0
123446706,156,4.5
71063177,235,4.5
186826373,1,5.0
184807905,10,5.0
10814223,47,4.5
201089451,0,0.0
176530481,33,4.5
103118895,10,3.6
32178101,251,4.3
148654134,49,4.8
182707583,3,5.0
51849319,61,4.5
21229521,30,4.6
120166109,82,4.8
155253236,0,0.0
16269937,24,5.0
152548213,17,5.0
92385690,48,4.6
72942101,149,4.7
76551273,5,4.5
182729753,2,5.0
25055074,101,4.3
72559534,438,4.8
22026615,37,4.6
116819040,14,5.0
22778027,89,4.2
21682896,38,4.7
196932074,0,0.0
29339320,15,4.5
108652829,14,5.0
165018079,11,4.3
107426395,19,4.5
130769103,26,4.5
143292947,6,5.0
73463635,305,4.6
141525864,6,5.0
100317137,13,4.7
199916680,0,0.0
124934771,14,5.0
157213357,2,5.0
177726939,0,0.0
95213639,10,4.5
174502547,21,4.7
196889160,3,4.3
44803282,818,4.5
108605078,40,4.8
129747054,107,4.5
73785488,598,4.5
139287191,2,5.0
135442231,18,4.7
141201958,51,4.5
188375633,37,4.8
152656360,23,4.8
67932480,419,4.7
56459420,14,5.0
7984069,384,4.7
11291289,38,4.8
145700636,40,4.8
182842578,4,4.3
165679651,1,5.0
50485162,75,4.6
197878902,2,4.5
48722108,112,4.7
161455657,68,4.5
75478111,53,5.0
139301786,12,4.3
91302461,4,3.5
131498054,62,5.0
182480823,12,4.8
75783351,354,4.5
87959612,36,4.8
148883107,19,4.7
161953378,8,3.9
117198035,2,5.0
141075179,24,4.8
183349392,2,5.0
556663,354,4.1
130369125,12,4.8
51964151,9,5.0
134419302,53,5.0
6278199,76,4.6
63133571,311,4.5
186369626,2,5.0
142670656,21,4.3
130771630,38,4.8
172304364,0,0.0
134775474,89,4.6
148873333,42,4.6
184098200,1,5.0
161236346,32,4.8
106676756,58,4.6
8380873,14,4.5
72096379,21,4.5
86962523,47,4.8
107892904,4,5.0
198243664,2,4.0
1453913,915,4.7
191911148,8,4.6
114680434,5,4.6
72944511,218,4.0
105812596,13,4.5
84958837,17,4.0
113182491,56,4.7
69741184,116,4.5
53119459,149,4.6
177744785,30,4.8
59151859,317,4.7
68200912,133,4.8
194465292,7,4.7
118429716,1,5.0
73464817,411,4.7
17164211,30,4.0
5057371,363,4.5
19920919,2,4.5
88925284,9,5.0
161455624,40,4.2
144582478,55,4.3
138897143,10,4.5
146495143,58,4.8
101261451,25,4.6
35422376,1,4.0
112072065,112,5.0
130385982,51,4.7
158898036,1,4.0
68846901,113,4.8
87166627,61,5.0
4621783,11,4.1
20421319,12,4.8
92099025,52,4.1
163033894,21,5.0
194498783,8,4.5
32720443,246,4.5
161253442,18,5.0
117370665,76,4.7
101901604,5,4.0
181563143,3,4.7
52156047,109,3.8
153027260,8,4.8
15839139,11,4.8
98804083,72,4.8
451852,0,0.0
72522218,66,4.6
34816875,1,5.0
48287902,72,4.8
85908084,40,5.0
52310269,106,4.7
141472707,17,4.3
104103519,8,5.0
87628025,50,4.5
1919111,21,4.7
164287920,8,4.8
33898897,15,4.1
143589029,0,0.0
529404,24,4.5
101948816,31,4.8
114924185,24,4.3
75373271,115,4.7
113655435,15,5.0
199009009,0,0.0
106677894,33,4.7
169325250,11,4.7
73600593,30,4.6
106699941,0,0.0
77987439,31,4.7
58502576,0,0.0
43110675,3,5.0
36461829,107,4.7
175162131,8,4.5
116681853,44,4.8
21233181,17,5.0
155114109,28,5.0
114621700,71,4.6
120481566,84,3.8
92761971,25,5.0
94321715,499,4.8
198028980,6,4.3
72041730,162,4.7
21078746,306,4.6
105170899,3,4.3
135350935,104,4.7
3604695,17,4.7
146628789,25,4.2
176059637,13,5.0
137753122,37,4.6
76658958,1,4.0
87131268,49,4.6
195979647,1,5.0
150851260,15,4.3
55140076,1,5.0
21482866,105,4.6
106610513,43,4.7
144590196,26,4.7
112329326,23,4.7
58814335,255,4.8
186440945,21,4.8
4355547,253,4.5
104680874,53,4.8
162424714,61,4.5
176677477,3,4.0
76296651,52,4.8
159515105,24,4.7
85029598,1,4.0
35317142,73,4.6
118997870,77,4.5
21482873,44,4.3
194455244,5,5.0
142801526,8,4.5
38447686,299,4.5
135086659,5,4.8
198069246,3,5.0
15164014,38,4.7
184518628,20,4.6
134360700,27,5.0
180750577,9,4.7
177960863,7,4.7
15675965,130,4.7
82384677,7,5.0
154261693,6,4.8
6077793,33,4.7
4019171,8,4.3
157567641,9,5.0
58228617,166,4.5
114688994,17,5.0
25036470,68,4.2
160306790,0,0.0
16386173,13,5.0
62231649,1,4.0
35449842,106,4.8
177344420,3,4.3
204413602,4,5.0
115506559,47,4.6
22120754,16,5.0
45404047,51,4.5
155704322,0,0.0
203911339,0,0.0
116452179,2,3.0
203427275,0,0.0
109298404,21,4.6
204413655,3,5.0
203476850,0,0.0
203443722,0,0.0
203458330,0,0.0
203457448,0,0.0
203448689,0,0.0
143608560,6,5.0
191820658,32,4.7
191911130,7,3.9
143503587,22,3.1
56612464,25,4.1
143752087,36,4.8
117002224,83,4.7
153469051,44,4.5
118013604,33,5.0
96028866,15,3.9
93062863,57,5.0
186202546,3,5.0
101586136,44,4.3
110756858,2,4.5
5429807,9,4.6
88230880,69,3.9
51044868,46,4.5
198029386,1,4.0
142441475,113,4.1
193777239,5,5.0
72458022,10,4.8
72105089,75,4.8
181561300,12,5.0
20476542,3,4.3
80901951,19,4.5
76352573,51,5.0
139562345,5,4.2
173169073,5,4.5
76833701,222,4.5
176684845,27,3.9
139488958,4,4.8
89459610,57,4.5
71961087,88,4.8
163170428,0,0.0
3677753,671,4.5
53923120,82,4.6
135047829,82,4.6
162406191,2,3.0
58566020,78,4.1
160265326,13,4.5
191429737,5,4.6
133808448,143,4.7
24498245,21,4.0
176478678,7,4.7
72659852,93,4.8
198692954,3,5.0
162873566,1,5.0
167737767,22,4.1
